"S.No.","Division/Seat No.","Name of Member","Lok Sabha","Session","State","Constituency","Total Sittings","No. of days member signed the register"
"259","324","Shri  Dhananjay  Singh                                             ","15","9","Uttar Pradesh                                               ","Jaunpur","24","12"
"260","325","Smt.  Susmita  Bauri                                             ","15","9","West Bengal                                                 ","Bishnupur","24","23"
"261","326","Dr.  Anup Kumar  Saha                                              ","15","9","West Bengal                                                 ","Bardhaman Purba","24","20"
"262","327","Shri  Pulin Bihari  Baske                                             ","15","9","West Bengal                                                 ","Jhargram","24","19"
"263","328","Shri  K.  Sugumar                                           ","15","9","Tamil Nadu                                                  ","Pollachi","24","23"
"264","329","Shri  Ambica  Banerjee                                          ","15","9","West Bengal                                                 ","Howrah","24","24"
"265","330","Shri    Suvendu   Adhikari                                ","15","9","West Bengal                                                 ","Tamluk","24","5"
"266","331","Smt.  Usha  Verma                                             ","15","9","Uttar Pradesh                                               ","Hardoi","24","14"
"267","332","Shri  Bal Kumar  Patel                                             ","15","9","Uttar Pradesh                                               ","Mirzapur","24","13"
"268","333","Shri  Rakesh  Pandey                                            ","15","9","Uttar Pradesh                                               ","Ambedkar Nagar","24","23"
"269","334","Shri  Gorakh Prasad  Jaiswal                                           ","15","9","Uttar Pradesh                                               ","Deoria","24","20"
"270","335","Sk.   Saidul  Haque                                             ","15","9","West Bengal                                                 ","Bardhaman-Durgapur","24","23"
"271","336","Shri  Mahendra Kumar  Roy                                               ","15","9","West Bengal                                                 ","Jalpaiguri","24","22"
"272","337","Shri  C.  Sivasami                                          ","15","9","Tamil Nadu                                                  ","Tiruppur","24","17"
"273","338","Smt.  Satabdi  Roy                                               ","15","9","West Bengal                                                 ","Birbhum","24","18"
"274","339","Shri  Tapas  Paul                                              ","15","9","West Bengal                                                 ","Krishnanagar","24","16"
"275","340","Dr.  Sucharu Ranjan  Haldar                                            ","15","9","West Bengal                                                 ","Ranaghat","24","24"
"276","341","Shri  Pakauri  Lal                                               ","15","9","Uttar Pradesh                                               ","Robertsganj","24","23"
"277","342","Shri  Ghanshyam  Anuragi                                           ","15","9","Uttar Pradesh                                               ","Jalaun","24","24"
"278","343","Shri  Kamlesh  Balmiki                                           ","15","9","Uttar Pradesh                                               ","Bulandshahr","24","24"
"279","344","Shri  Arvind Kumar  Chaudhary                                         ","15","9","Uttar Pradesh                                               ","Basti","24","24"
"280","345","Shri  Deoraj Singh  Patel                                             ","15","9","Madhya Pradesh                                              ","Rewa","24","24"
"281","346","Shri  Ramashankar  Rajbhar                                           ","15","9","Uttar Pradesh                                               ","Salempur","24","23"
"282","347","Shri  P. K.  Biju                                              ","15","9","Kerala                                                      ","Alathur","24","21"
"283","348","Shri  M. B.  Rajesh                                            ","15","9","Kerala                                                      ","Palakkad","24","24"
"284","349","Shri  P.  Lingam                                            ","15","9","Tamil Nadu                                                  ","Tenkasi","24","23"
"285","350","Shri  P.  Kumar                                             ","15","9","Tamil Nadu                                                  ","Tiruchirappalli","24","24"
"286","351","Dr.  Padamsinha  Bajirao  Patil                                    ","15","9","Maharashtra                                                 ","Osmanabad","24","9"
"287","352","Dr.  Ratna  De (Nag)                                          ","15","9","West Bengal                                                 ","Hooghly","24","23"
"288","353","Shri  Kabir  Suman                                             ","15","9","West Bengal                                                 ","Jadavpur","24","3"
"289","354","Shri    Mithlesh Kumar                                    ","15","9","Uttar Pradesh                                               ","Shahjahanpur","24","22"
"290","355","Shri  Yashvir  Singh                                             ","15","9","Uttar Pradesh                                               ","Nagina","24","21"
"291","356","Shri  Radhey Mohan  Singh                                             ","15","9","Uttar Pradesh                                               ","Ghazipur","24","21"
"292","357","Shri  Kapil Muni  Karwariya                                         ","15","9","Uttar Pradesh                                               ","Phulpur","24","23"
"293","358","Shri  Surendra Singh  Nagar                                             ","15","9","Uttar Pradesh                                               ","Gautam Buddha Nagar","24","21"
"294","359","Shri  Kadir  Rana                                              ","15","9","Uttar Pradesh                                               ","Muzaffarnagar","24","16"
"295","360","Shri  Bibhu Prasad  Tarai                                             ","15","9","Orissa                                                      ","Jagatsinghpur","24","13"
"296","361","Shri  Sakti  Mohan   Malik                                     ","15","9","West Bengal                                                 ","Arambagh","24","13"
"297","362","Shri  Prasanta Kumar  Majumdar                                          ","15","9","West Bengal                                                 ","Balurghat","24","20"
"298","364","Dr.  Tarun  Mondal                                            ","15","9","West Bengal                                                 ","Joynagar","24","18"
"299","365","Shri  Basudeb  Acharia                                           ","15","9","West Bengal                                                 ","Bankura","24","23"
"300","366","Shri  Sharad  Yadav                                             ","15","9","Bihar                                                       ","Madhepura","24","24"
"301","367","Shri  Arjun Charan  Sethi                                             ","15","9","Orissa                                                      ","Bhadrak","24","21"
"302","368","Shri  Anant Gangaram  Geete                                             ","15","9","Maharashtra                                                 ","Raigad","24","20"
"303","369","Shri  Ram Sundar  Das                                               ","15","9","Bihar                                                       ","Hajipur","24","24"
"304","370","Shri  Bhartruhari  Mahtab                                            ","15","9","Orissa                                                      ","Cuttack","24","23"
"305","371","Shri  P.  Karunakaran                                       ","15","9","Kerala                                                      ","Kasaragod","24","18"
"306","372","Shri  Chandrakant  Khaire                                            ","15","9","Maharashtra                                                 ","Aurangabad","24","15"
"307","373","Shri  Anandrao  Adsul                                             ","15","9","Maharashtra                                                 ","Amravati","24","M"
"308","374","Shri  Rajiv Ranjan  Singh  @ Lalan Singh                              ","15","9","Bihar                                                       ","Munger","24","22"
"309","375","Shri  K. Chandrasekhar  Rao                                               ","15","9","Andhra Pradesh                                              ","Mahabubnagar","24","6"
"310","376","Dr.  Rattan Singh  Ajnala                                            ","15","9","Punjab                                                      ","Khadoor Sahib","24","6"
"311","377","Shri  Prasanna  Kumar Patasani                                    ","15","9","Orissa                                                      ","Bhubaneswar","24","15"
"312","378","Smt.  Bhavana  Gawali                                            ","15","9","Maharashtra                                                 ","Yavatmal-Washim","24","6"
"313","379","Shri  Dinesh Chandra  Yadav                                             ","15","9","Bihar                                                       ","Khagaria","24","19"
"314","380","Shri   Mangani Lal  Mandal                                            ","15","9","Bihar                                                       ","Jhanjharpur","24","24"
"315","381","Shri  Inder Singh  Namdhari                                          ","15","9","Jharkhand                                                   ","Chatra","24","21"
"316","382","Smt.  Jaya Prada  Nahata                                            ","15","9","Uttar Pradesh                                               ","Rampur","24","5"
"317","383","Shri  Tathagata  Satpathy                                          ","15","9","Orissa                                                      ","Dhenkanal","24","16"
"318","384","Shri  Shivaji  Adhalrao Patil                                    ","15","9","Maharashtra                                                 ","Shirur","24","7"
"319","385","Dr.  Ranjan Prasad  Yadav                                             ","15","9","Bihar                                                       ","Pataliputra","24","23"
"320","386","Capt.(Retd.)  Jainarayan Prasad  Nishad                                            ","15","9","Bihar                                                       ","Muzaffarpur","24","22"
"321","387","Dr.  Monazir  Hassan                                            ","15","9","Bihar                                                       ","Begusarai","24","24"
"322","388","Shri  Nama Nageswara  Rao                                               ","15","9","Andhra Pradesh                                              ","Khammam","24","22"
"323","389","Smt.  Harsimrat Kaur  Badal                                             ","15","9","Punjab                                                      ","Bathinda","24","12"
"324","390","Smt.  Paramjit Kaur  Gulshan                                           ","15","9","Punjab                                                      ","Faridkot","24","6"
"325","391","Shri  Mohan  Jena                                              ","15","9","Orissa                                                      ","Jajpur","24","13"
"326","392","Shri  Anand Prakash  Paranjpe                                          ","15","9","Maharashtra                                                 ","Kalyan","24","17"
"327","393","Shri  Jagdish  Sharma                                            ","15","9","Bihar                                                       ","Jahanabad","24","18"
"328","394","Shri  Sushil Kumar  Singh                                             ","15","9","Bihar                                                       ","Aurangabad","24","19"
"329","396","Shri  Narahari  Mahato                                            ","15","9","West Bengal                                                 ","Purulia","24","22"
"330","397","Shri  Ramesh  Rathod                                            ","15","9","Andhra Pradesh                                              ","Adilabad","24","13"
"331","398","Ms.  M. Vijaya  Shanthi                                           ","15","9","Andhra Pradesh                                              ","Medak","24","7"
"332","399","Shri  Pinaki  Misra                                             ","15","9","Orissa                                                      ","Puri","24","17"
"333","400","Shri  Baijayant  Panda                                             ","15","9","Orissa                                                      ","Kendrapara","24","22"
"334","401","Shri  Kuldeep  Bishnoi                                           ","15","9","Haryana                                                     ","Hisar","24","14"
"335","402","Shri  Vishwa Mohan  Kumar                                             ","15","9","Bihar                                                       ","Supaul","24","19"
"336","403","Shri  Baidyanath Prasad  Mahto                                             ","15","9","Bihar                                                       ","Valmiki Nagar","24","24"
"337","404","Shri  Angadi Suresh  Channabasappa                                     ","15","9","Karnataka                                                   ","Belgaum","24","24"
"338","405","Shri  Ramen  Deka                                              ","15","9","Assam                                                       ","Mangaldoi","24","24"
"339","406","Smt.    Rama Devi                                         ","15","9","Bihar                                                       ","Sheohar","24","24"
"340","407","Shri  Nripendra Nath  Roy                                               ","15","9","West Bengal                                                 ","Cooch Behar","24","20"
"341","408","Shri  K. Narayana  Rao                                               ","15","9","Andhra Pradesh                                              ","Machilipatnam","24","20"
"342","409","Shri  Jayaram  Pangi                                             ","15","9","Orissa                                                      ","Koraput","24","15"
"343","410","Shri  Rudramadhab  Ray                                               ","15","9","Orissa                                                      ","Kandhamal","24","16"
"344","411","Shri  A.  Ganeshamurthi                                     ","15","9","Tamil Nadu                                                  ","Erode","24","18"
"345","412","Shri   Prataprao  Ganpatrao Jadhav                                  ","15","9","Maharashtra                                                 ","Buldhana","24","12"
"346","413","Shri  Arjun  Roy                                               ","15","9","Bihar                                                       ","Sitamarhi","24","23"
"347","414","Smt.  Aswamedh  Devi                                              ","15","9","Bihar                                                       ","Ujiarpur","24","23"
"348","415","Shri  P. C.  Mohan                                             ","15","9","Karnataka                                                   ","Bangalore Central","24","18"
"349","416","Shri  Jeetendra Singh  Bundela                                           ","15","9","Madhya Pradesh                                              ","Khajuraho","24","24"
"350","417","Shri  Hari  Manjhi                                            ","15","9","Bihar                                                       ","Gaya","24","24"
"351","418","Shri  Modugula Venugopala  Reddy                                             ","15","9","Andhra Pradesh                                              ","Narasaraopet","24","23"
"352","419","Shri  Naramalli  Sivaprasad                                        ","15","9","Andhra Pradesh                                              ","Chittoor","24","17"
"353","420","Dr.  Kirodi  Lal  Meena                                        ","15","9","Rajasthan                                                   ","Dausa","24","22"
"354","421","Shri  Nityananda  Pradhan                                           ","15","9","Orissa                                                      ","Aska","24","15"
"355","422","Shri  Subhash Bapurao  Wankhede                                          ","15","9","Maharashtra                                                 ","Hingoli","24","12"
"356","423","Shri  Mahabali  Singh                                             ","15","9","Bihar                                                       ","Karakat","24","22"
"357","424","Shri  Purnmasi  Ram                                               ","15","9","Bihar                                                       ","Gopalganj","24","23"
"358","425","Smt.  Darshana  Jardosh                                           ","15","9","Gujarat                                                     ","Surat","24","19"
"359","426","Kum.  Saroj  Pandey                                            ","15","9","Chhattisgarh                                                ","Durg","24","22"
"360","427","Shri  Yashbant N.S.  Laguri                                            ","15","9","Orissa                                                      ","Keonjhar","24","19"
"361","428","Shri  Kalikesh N. Singh  Deo                                               ","15","9","Orissa                                                      ","Bolangir","24","4"
"362","429","Shri  Kristappa  Nimmala                                           ","15","9","Andhra Pradesh                                              ","Hindupur","24","21"
"363","430","Shri  Y.S.Jagan Mohan  Reddy                                             ","15","9","Andhra Pradesh                                              ","Kadapa","24","3"
"364","431","Shri  Gajanan D.  Babar                                             ","15","9","Maharashtra                                                 ","Maval","24","18"
"365","432","Adv.   Ganeshrao  Nagorao Dudhgaonkar                               ","15","9","Maharashtra                                                 ","Parbhani","24","15"
"366","433","Smt.  Meena  Singh                                             ","15","9","Bihar                                                       ","Arrah","24","23"
"367","434","Shri  Bhudeo  Choudhary                                         ","15","9","Bihar                                                       ","Jamui","24","16"
"368","435","Shri   Bhausaheb  Rajaram   Wakchaure                               ","15","9","Maharashtra                                                 ","Shirdi","24","16"
"369","436","Shri  Kamlesh  Paswan                                            ","15","9","Uttar Pradesh                                               ","Bansgaon","24","21"
"370","437","Prof.(Dr.)  Ram Shankar  Katheria                                          ","15","9","Uttar Pradesh                                               ","Agra","24","21"
"371","438","Shri  Rajendra  Agarwal                                           ","15","9","Uttar Pradesh                                               ","Meerut","24","24"
"372","439","Shri    Varun  Gandhi                                            ","15","9","Uttar Pradesh                                               ","Pilibhit","24","22"
"373","440","Shri   Raju Shetti  ","15","9","Maharashtra                                                 ","Hatkanangle","24","16"
"374","441","Shri  Sidhant  Mohapatra                                         ","15","9","Orissa                                                      ","Berhampur","24","9"
"375","442","Shri  Laxman  Tudu                                              ","15","9","Orissa                                                      ","Mayurbhanj","24","15"
"376","443","Smt.    Putul Kumari                                      ","15","9","Bihar                                                       ","Banka","24","20"
"377","444","Shri  Kaushalendra  Kumar                                             ","15","9","Bihar                                                       ","Nalanda","24","24"
"378","445","Shri  Maheshwar  Hazari                                            ","15","9","Bihar                                                       ","Samastipur","24","24"
"379","446","Shri  Sher Singh  Ghubaya                                           ","15","9","Punjab                                                      ","Ferozpur","24","9"
"380","447","Shri  Joseph  Toppo                                             ","15","9","Assam                                                       ","Tezpur","24","21"
"381","448","Shri  Virender  Kashyap                                           ","15","9","Himachal Pradesh                                            ","Shimla","24","20"
"382","449","Shri  Shivarama  Gouda                                             ","15","9","Karnataka                                                   ","Koppal","24","20"
"383","450","Shri  Udasi Shivkumar  Chanabasappa                                      ","15","9","Karnataka                                                   ","Haveri","24","24"
"384","451","Dr.  Rajan  Sushant                                           ","15","9","Himachal Pradesh                                            ","Kangra","24","22"
"385","452","Shri  Ramesh  Vishwanath   Katti                                ","15","9","Karnataka                                                   ","Chikkodi","24","21"
"386","453","Shri  S.  Pakkirappa                                        ","15","9","Karnataka                                                   ","Raichur","24","8"
"387","454","Dr.  Murli Manohar  Joshi                                             ","15","9","Uttar Pradesh                                               ","Varanasi","24","18"
"388","455","Shri  Rajnath  Singh                                             ","15","9","Uttar Pradesh                                               ","Ghaziabad","24","20"
"389","456","Shri   Gopinathrao  Pandurang   Munde                                 ","15","9","Maharashtra                                                 ","Beed","24","15"
"390","457","Shri  Lal Krishna  Advani                                            ","15","9","Gujarat                                                     ","Gandhinagar","24","24"
"391","460","Shri  Shatrughan  Sinha                                             ","15","9","Bihar                                                       ","Patna Sahib","24","20"
"392","461","Shri  Syed Shahnawaz  Hussain                                           ","15","9","Bihar                                                       ","Bhagalpur","24","23"
"393","462","Shri  Hukamdeo Narayan  Yadav                                             ","15","9","Bihar                                                       ","Madhubani","24","24"
"394","463","Shri  Yashwant  Sinha                                             ","15","9","Jharkhand                                                   ","Hazaribagh","24","23"
"395","464","Shri  Ramesh  Bais                                              ","15","9","Chhattisgarh                                                ","Raipur","24","24"
"396","465","Shri    Ananth Kumar                                      ","15","9","Karnataka                                                   ","Bangalore South","24","24"
"397","466","Shri  Jaswant  Singh                                             ","15","9","West Bengal                                                 ","Darjeeling","24","24"
"398","467","Smt.  Maneka  Gandhi                                            ","15","9","Uttar Pradesh                                               ","Aonla","24","16"
"399","468","Shri  Kabindra  Purkayastha                                       ","15","9","Assam                                                       ","Silchar","24","24"
"400","469","Shri  Dilip Singh  Judev                                             ","15","9","Chhattisgarh                                                ","Bilaspur","24","17"
"401","470","Smt.  Bijoya  Chakravarty                                       ","15","9","Assam                                                       ","Gauhati","24","24"
"402","471","Shri  Harin  Pathak                                            ","15","9","Gujarat                                                     ","Ahmedabad East","24","23"
"403","473","Shri  Kailash  Joshi                                             ","15","9","Madhya Pradesh                                              ","Bhopal","24","21"
"404","474","Smt.  Sumitra  Mahajan                                           ","15","9","Madhya Pradesh                                              ","Indore","24","22"
"405","475","Shri  Yogi  Adityanath                                        ","15","9","Uttar Pradesh                                               ","Gorakhpur","24","18"
"406","476","Shri  Rajendrasinh  Rana                                              ","15","9","Gujarat                                                     ","Bhavnagar","24","21"
"407","477","Shri  Narendra Singh  Tomar                                             ","15","9","Madhya Pradesh                                              ","Morena","24","19"
"408","478","Smt.  Yashodhara Raje  Scindia                                           ","15","9","Madhya Pradesh                                              ","Gwalior","24","23"
"409","479","Shri  Vishnu Deo  Sai                                               ","15","9","Chhattisgarh                                                ","Raigarh","24","22"
"410","480","Shri  Radha Mohan  Singh                                             ","15","9","Bihar                                                       ","Purvi Champaran ","24","21"
"411","481","Shri  Shripad Yesso  Naik                                              ","15","9","Goa                                                         ","North Goa","24","22"
"412","482","Shri  Nikhil Kumar  Choudhary                                         ","15","9","Bihar                                                       ","Katihar","24","23"
"413","483","Shri  Dilip Kumar Mansukhlal  Gandhi                                            ","15","9","Maharashtra                                                 ","Ahmednagar","24","19"
"414","484","Shri  Anant Kumar  Hegde                                             ","15","9","Karnataka                                                   ","Uttara Kannada","24","22"
"415","485","Shri  Ramakant  Yadav                                             ","15","9","Uttar Pradesh                                               ","Azamgarh","24","19"
"416","486","Shri  Ram Singh  Kaswan                                            ","15","9","Rajasthan                                                   ","Churu","24","23"
"417","487","Shri  Mansukhbhai Dhanjibhai  Vasava                                            ","15","9","Gujarat                                                     ","Bharuch","24","21"
"418","488","Shri  G.S.  Basavaraj                                         ","15","9","Karnataka                                                   ","Tumkur","24","21"
"419","489","Shri  D.B. Chandre  Gowda                                             ","15","9","Karnataka                                                   ","Bangalore North","24","10"
"420","490","Shri  Lalji  Tandon                                            ","15","9","Uttar Pradesh                                               ","Lucknow","24","19"
"421","491","Shri  Ashok  Argal                                             ","15","9","Madhya Pradesh                                              ","Bhind","24","24"
"422","492","Shri    Virendra Kumar                                    ","15","9","Madhya Pradesh                                              ","Tikamgarh","24","24"
"423","493","Shri  Ganesh  Singh                                             ","15","9","Madhya Pradesh                                              ","Satna","24","23"
"424","494","Shri  Rakesh  Singh                                             ","15","9","Madhya Pradesh                                              ","Jabalpur","24","22"
"425","495","Shri  Anurag Singh  Thakur                                            ","15","9","Himachal Pradesh                                            ","Hamirpur","24","18"
"426","496","Shri  Raosaheb  Dadarao  Danve                                             ","15","9","Maharashtra                                                 ","Jalna","24","12"
"427","497","Shri  Rajen  Gohain                                            ","15","9","Assam                                                       ","Nawgong","24","21"
"428","498","Shri  Hansraj Gangaram  Ahir                                              ","15","9","Maharashtra                                                 ","Chandrapur","24","18"
"429","499","Shri  Sohan  Potai                                             ","15","9","Chhattisgarh                                                ","Kanker","24","19"
"430","500","Shri  Ramsinhbhai Patalbhai  Rathwa                                            ","15","9","Gujarat                                                     ","Chhota Udaipur","24","18"
"431","501","Shri  Ramesh Chandappa  Jigajinagi                                        ","15","9","Karnataka                                                   ","Bijapur","24","22"
"432","502","Shri  Ravindra Kumar  Pandey                                            ","15","9","Jharkhand                                                   ","Giridih","24","24"
"433","503","Shri  Kirti  Azad                                              ","15","9","Bihar                                                       ","Darbhanga","24","24"
"434","504","Shri  Prahlad  Joshi                                             ","15","9","Karnataka                                                   ","Dharwad","24","23"
"435","505","Shri  Sanjay  Dhotre                                            ","15","9","Maharashtra                                                 ","Akola","24","20"
"436","506","Shri  P.C.  Gaddigoudar                                       ","15","9","Karnataka                                                   ","Bagalkot","24","20"
"437","507","Shri  Navjot Singh  Sidhu                                             ","15","9","Punjab                                                      ","Amritsar","24","5"
"438","508","Shri  Harischandra Deoram  Chavan                                            ","15","9","Maharashtra                                                 ","Dindori","24","22"
"439","509","Shri  Haribhau  Jawale                                            ","15","9","Maharashtra                                                 ","Raver","24","15"
"440","510","Shri   G.M.  Siddeswara                                        ","15","9","Karnataka                                                   ","Davanagere","24","17"
"441","511","Shri  Dushyant  Singh                                             ","15","9","Rajasthan                                                   ","Jhalawar-Baran","24","22"
"442","512","Shri  Bishnu Pada  Ray                                               ","15","9","Andaman and Nicobar Islands                                 ","Andaman and Nicobar Islands","24","23"
"443","513","Shri  Uday  Singh                                             ","15","9","Bihar                                                       ","Purnia","24","22"
"444","514","Shri  Govind Prasad  Mishra                                            ","15","9","Madhya Pradesh                                              ","Sidhi","24","24"
"445","515","Shri  Dinubhai  Boghabhal   Solanki                               ","15","9","Gujarat                                                     ","Junagadh","24","2"
"446","516","Shri  Chandulal Sahu  Chandu Bhaiya  ","15","9","Chhattisgarh                                                ","Mahasamund","24","21"
"447","517","Shri  Bhupendra  Singh                                             ","15","9","Madhya Pradesh                                              ","Sagar","24","19"
"448","518","Shri  Sudarshan  Bhagat                                            ","15","9","Jharkhand                                                   ","Lohardaga","24","24"
"449","519","Dr.  Sanjay  Jaiswal                                           ","15","9","Bihar                                                       ","Paschim Champaran","24","21"
"450","520","Shri  Prabhatsinh  Pratapsinh Chauhan                                ","15","9","Gujarat                                                     ","Panchmahal","24","24"
"451","521","Shri  Pashupati Nath  Singh                                             ","15","9","Jharkhand                                                   ","Dhanbad","24","23"
"452","522","Shri  Dinesh  Kashyap                                           ","15","9","Chhattisgarh                                                ","Bastar","24","15"
"453","523","Shri  Devidhan  Besra                                             ","15","9","Jharkhand                                                   ","Rajmahal","24","19"
"454","524","Dr.  Bhola  Singh                                             ","15","9","Bihar                                                       ","Nawada","24","22"
"455","525","Shri  Devji M.  Patel                                             ","15","9","Rajasthan                                                   ","Jalore","24","22"
"456","526","Shri  C. R.  Patil                                             ","15","9","Gujarat                                                     ","Navsari","24","17"
"457","527","Shri  Balkrishna Khanderao  Shukla                                            ","15","9","Gujarat                                                     ","Vadodara","24","20"
"458","528","Shri  B. Y.  Raghavendra                                       ","15","9","Karnataka                                                   ","Shimoga","24","17"
"459","529","Shri  Arjun Ram  Meghwal                                           ","15","9","Rajasthan                                                   ","Bikaner","24","24"
"460","530","Shri  A.T. Nana  Patil                                             ","15","9","Maharashtra                                                 ","Jalgaon","24","14"
"461","531","Shri  Shivraj  Bhaiya                                            ","15","9","Madhya Pradesh                                              ","Damoh","24","24"
"462","532","Shri  Sonawane  Pratap Narayanrao                                 ","15","9","Maharashtra                                                 ","Dhule","24","17"
"463","533","Shri  Pradeep Kumar  Singh                                             ","15","9","Bihar                                                       ","Araria","24","23"
"464","534","Shri  Makhansingh  Solanki                                           ","15","9","Madhya Pradesh                                              ","Khargone","24","24"
"465","535","Shri  Chauhan  Mahendrasinh                                      ","15","9","Gujarat                                                     ","Sabarkantha","24","24"
"466","536","Shri  Madhusudan  Yadav                                             ","15","9","Chhattisgarh                                                ","Rajnandgaon","24","15"
"467","537","Shri  Lalubhai  B.  Patel                                             ","15","9","Daman and Diu                                               ","Daman and Diu","24","15"
"468","538","Dr.  Kiritbhai  Premajibhai    Solanki                            ","15","9","Gujarat                                                     ","Ahmedabad West","24","23"
"469","539","Shri  K. D.  Deshmukh                                          ","15","9","Madhya Pradesh                                              ","Balaghat","24","19"
"470","540","Shri  Janardhana  Swamy                                             ","15","9","Karnataka                                                   ","Chitradurga","24","19"
"471","541","Smt.  Kamla Devi  Patle                                             ","15","9","Chhattisgarh                                                ","Janjgir-Champa ","24","21"
"472","542","Smt.  Jyoti  Dhurve                                            ","15","9","Madhya Pradesh                                              ","Betul","24","20"
"473","543","Ms.  J.  Shantha                                           ","15","9","Karnataka                                                   ","Bellary","24","8"
"474","544","Smt.  Jayshreeben  Kanubhai    Patel                                 ","15","9","Gujarat                                                     ","Mehesana","24","23"
"475","545","Shri  Nishikant  Dubey                                             ","15","9","Jharkhand                                                   ","Godda","24","24"
"476","546","Shri  Natubhai Gomanbhai  Patel                                             ","15","9","Dadra and Nagar Haveli                                      ","Dadra and Nagar Haveli","24","14"
"477","547","Shri    Naranbhai   Kachhadia                             ","15","9","Gujarat                                                     ","Amreli","24","24"
"478","548","Shri  Nalin Kumar  Kateel                                            ","15","9","Karnataka                                                   ","Dakshina Kannada","24","23"
"479","549","Shri  Murarilal  Singh                                             ","15","9","Chhattisgarh                                                ","Surguja","24","16"
