"S.No.","Division/Seat No.","Name of Member","Lok Sabha","Session","State","Constituency","Total Sittings","No. of days member signed the register"
"260","330","Shri    Suvendu   Adhikari                                ","15","7","West Bengal                                                 ","Tamluk","23","7"
"261","331","Smt.  Usha  Verma                                             ","15","7","Uttar Pradesh                                               ","Hardoi","23","22"
"262","332","Shri  Bal Kumar  Patel                                             ","15","7","Uttar Pradesh                                               ","Mirzapur","23","27"
"263","333","Shri  Rakesh  Pandey                                            ","15","7","Uttar Pradesh                                               ","Ambedkar Nagar","23","24"
"264","334","Shri  Gorakh Prasad  Jaiswal                                           ","15","7","Uttar Pradesh                                               ","Deoria","23","22"
"265","335","Sk.   Saidul  Haque                                             ","15","7","West Bengal                                                 ","Bardhaman-Durgapur","23","28"
"266","336","Shri  Mahendra Kumar  Roy                                               ","15","7","West Bengal                                                 ","Jalpaiguri","23","24"
"267","337","Shri  C.  Sivasami                                          ","15","7","Tamil Nadu                                                  ","Tiruppur","23","21"
"268","338","Smt.  Satabdi  Roy                                               ","15","7","West Bengal                                                 ","Birbhum","23","25"
"269","339","Shri  Tapas  Paul                                              ","15","7","West Bengal                                                 ","Krishnanagar","23","25"
"270","340","Dr.  Sucharu Ranjan  Haldar                                            ","15","7","West Bengal                                                 ","Ranaghat","23","2"
"271","341","Shri  Pakauri  Lal                                               ","15","7","Uttar Pradesh                                               ","Robertsganj","23","25"
"272","342","Shri  Ghanshyam  Anuragi                                           ","15","7","Uttar Pradesh                                               ","Jalaun","23","25"
"273","343","Shri  Kamlesh  Balmiki                                           ","15","7","Uttar Pradesh                                               ","Bulandshahr","23","26"
"274","344","Shri  Arvind Kumar  Chaudhary                                         ","15","7","Uttar Pradesh                                               ","Basti","23","26"
"275","345","Shri  Deoraj Singh  Patel                                             ","15","7","Madhya Pradesh                                              ","Rewa","23","27"
"276","346","Shri  Ramashankar  Rajbhar                                           ","15","7","Uttar Pradesh                                               ","Salempur","23","28"
"277","347","Shri  P. K.  Biju                                              ","15","7","Kerala                                                      ","Alathur","23","24"
"278","348","Shri  M. B.  Rajesh                                            ","15","7","Kerala                                                      ","Palakkad","23","22"
"279","349","Shri  P.  Lingam                                            ","15","7","Tamil Nadu                                                  ","Tenkasi","23","26"
"280","350","Shri  P.  Kumar                                             ","15","7","Tamil Nadu                                                  ","Tiruchirappalli","23","19"
"281","351","Dr.  Padamsinha  Bajirao  Patil                                    ","15","7","Maharashtra                                                 ","Osmanabad","23","20"
"282","352","Dr.  Ratna  De (Nag)                                          ","15","7","West Bengal                                                 ","Hooghly","23","18"
"283","353","Shri  Kabir  Suman                                             ","15","7","West Bengal                                                 ","Jadavpur","23","10"
"284","354","Shri    Mithlesh Kumar                                    ","15","7","Uttar Pradesh                                               ","Shahjahanpur","23","26"
"285","355","Shri  Yashvir  Singh                                             ","15","7","Uttar Pradesh                                               ","Nagina","23","28"
"286","356","Shri  Radhey Mohan  Singh                                             ","15","7","Uttar Pradesh                                               ","Ghazipur","23","15"
"287","357","Shri  Kapil Muni  Karwariya                                         ","15","7","Uttar Pradesh                                               ","Phulpur","23","27"
"288","358","Shri  Surendra Singh  Nagar                                             ","15","7","Uttar Pradesh                                               ","Gautam Buddha Nagar","23","9"
"289","359","Shri  Kadir  Rana                                              ","15","7","Uttar Pradesh                                               ","Muzaffarnagar","23","11"
"290","360","Shri  Bibhu Prasad  Tarai                                             ","15","7","Orissa                                                      ","Jagatsinghpur","23","24"
"291","361","Shri  Sakti  Mohan   Malik                                     ","15","7","West Bengal                                                 ","Arambagh","23","26"
"292","362","Shri  Prasanta Kumar  Majumdar                                          ","15","7","West Bengal                                                 ","Balurghat","23","10"
"293","363","Shri  Mekapati Rajamohan  Reddy                                             ","15","7","Andhra Pradesh                                              ","Nellore","23","14"
"294","364","Dr.  Tarun  Mondal                                            ","15","7","West Bengal                                                 ","Joynagar","23","15"
"295","365","Shri  Basudeb  Acharia                                           ","15","7","West Bengal                                                 ","Bankura","23","23"
"296","366","Shri  Sharad  Yadav                                             ","15","7","Bihar                                                       ","Madhepura","23","24"
"297","367","Shri  Arjun Charan  Sethi                                             ","15","7","Orissa                                                      ","Bhadrak","23","25"
"298","368","Shri  Anant Gangaram  Geete                                             ","15","7","Maharashtra                                                 ","Raigad","23","8"
"299","369","Shri  Ram Sundar  Das                                               ","15","7","Bihar                                                       ","Hajipur","23","27"
"300","370","Shri  Bhartruhari  Mahtab                                            ","15","7","Orissa                                                      ","Cuttack","23","27"
"301","371","Shri  P.  Karunakaran                                       ","15","7","Kerala                                                      ","Kasaragod","23","16"
"302","372","Shri  Chandrakant  Khaire                                            ","15","7","Maharashtra                                                 ","Aurangabad","23","25"
"303","373","Shri  Anandrao  Adsul                                             ","15","7","Maharashtra                                                 ","Amravati","23","M"
"304","374","Shri  Rajiv Ranjan  Singh  @ Lalan Singh                              ","15","7","Bihar                                                       ","Munger","23","26"
"305","375","Shri  K. Chandrasekhar  Rao                                               ","15","7","Andhra Pradesh                                              ","Mahabubnagar","23","8"
"306","376","Dr.  Rattan Singh  Ajnala                                            ","15","7","Punjab                                                      ","Khadoor Sahib","23","28"
"307","377","Shri  Prasanna  Kumar Patasani                                    ","15","7","Orissa                                                      ","Bhubaneswar","23","20"
"308","378","Smt.  Bhavana  Gawali                                            ","15","7","Maharashtra                                                 ","Yavatmal-Washim","23","21"
"309","379","Shri  Dinesh Chandra  Yadav                                             ","15","7","Bihar                                                       ","Khagaria","23","27"
"310","380","Shri   Mangani Lal  Mandal                                            ","15","7","Bihar                                                       ","Jhanjharpur","23","28"
"311","381","Shri  Inder Singh  Namdhari                                          ","15","7","Jharkhand                                                   ","Chatra","23","28"
"312","382","Smt.  Jaya Prada  Nahata                                            ","15","7","Uttar Pradesh                                               ","Rampur","23","8"
"313","383","Shri  Tathagata  Satpathy                                          ","15","7","Orissa                                                      ","Dhenkanal","23","13"
"314","384","Shri  Shivaji  Adhalrao Patil                                    ","15","7","Maharashtra                                                 ","Shirur","23","12"
"315","385","Dr.  Ranjan Prasad  Yadav                                             ","15","7","Bihar                                                       ","Pataliputra","23","28"
"316","386","Capt.(Retd.)  Jainarayan Prasad  Nishad                                            ","15","7","Bihar                                                       ","Muzaffarpur","23","27"
"317","387","Dr.  Monazir  Hassan                                            ","15","7","Bihar                                                       ","Begusarai","23","28"
"318","388","Shri  Nama Nageswara  Rao                                               ","15","7","Andhra Pradesh                                              ","Khammam","23","26"
"319","389","Smt.  Harsimrat Kaur  Badal                                             ","15","7","Punjab                                                      ","Bathinda","23","17"
"320","390","Smt.  Paramjit Kaur  Gulshan                                           ","15","7","Punjab                                                      ","Faridkot","23","28"
"321","391","Shri  Mohan  Jena                                              ","15","7","Orissa                                                      ","Jajpur","23","26"
"322","392","Shri  Anand Prakash  Paranjpe                                          ","15","7","Maharashtra                                                 ","Kalyan","23","22"
"323","393","Shri  Jagdish  Sharma                                            ","15","7","Bihar                                                       ","Jahanabad","23","25"
"324","394","Shri  Sushil Kumar  Singh                                             ","15","7","Bihar                                                       ","Aurangabad","23","18"
"325","396","Shri  Narahari  Mahato                                            ","15","7","West Bengal                                                 ","Purulia","23","14"
"326","397","Shri  Ramesh  Rathod                                            ","15","7","Andhra Pradesh                                              ","Adilabad","23","13"
"327","398","Ms.  M. Vijaya  Shanthi                                           ","15","7","Andhra Pradesh                                              ","Medak","23","8"
"328","399","Shri  Pinaki  Misra                                             ","15","7","Orissa                                                      ","Puri","23","19"
"329","400","Shri  Baijayant  Panda                                             ","15","7","Orissa                                                      ","Kendrapara","23","17"
"330","402","Shri  Vishwa Mohan  Kumar                                             ","15","7","Bihar                                                       ","Supaul","23","26"
"331","403","Shri  Baidyanath Prasad  Mahto                                             ","15","7","Bihar                                                       ","Valmiki Nagar","23","26"
"332","404","Shri  Angadi Suresh  Channabasappa                                     ","15","7","Karnataka                                                   ","Belgaum","23","22"
"333","405","Shri  Ramen  Deka                                              ","15","7","Assam                                                       ","Mangaldoi","23","22"
"334","406","Smt.    Rama Devi                                         ","15","7","Bihar                                                       ","Sheohar","23","19"
"335","407","Shri  Nripendra Nath  Roy                                               ","15","7","West Bengal                                                 ","Cooch Behar","23","11"
"336","408","Shri  K. Narayana  Rao                                               ","15","7","Andhra Pradesh                                              ","Machilipatnam","23","25"
"337","409","Shri  Jayaram  Pangi                                             ","15","7","Orissa                                                      ","Koraput","23","22"
"338","410","Shri  Rudramadhab  Ray                                               ","15","7","Orissa                                                      ","Kandhamal","23","19"
"339","411","Shri  A.  Ganeshamurthi                                     ","15","7","Tamil Nadu                                                  ","Erode","23","13"
"340","412","Shri   Prataprao  Ganpatrao Jadhav                                  ","15","7","Maharashtra                                                 ","Buldhana","23","19"
"341","413","Shri  Arjun  Roy                                               ","15","7","Bihar                                                       ","Sitamarhi","23","27"
"342","414","Smt.  Aswamedh  Devi                                              ","15","7","Bihar                                                       ","Ujiarpur","23","24"
"343","415","Shri  P. C.  Mohan                                             ","15","7","Karnataka                                                   ","Bangalore Central","23","22"
"344","416","Shri  Jeetendra Singh  Bundela                                           ","15","7","Madhya Pradesh                                              ","Khajuraho","23","28"
"345","417","Shri  Hari  Manjhi                                            ","15","7","Bihar                                                       ","Gaya","23","28"
"346","418","Shri  Modugula Venugopala  Reddy                                             ","15","7","Andhra Pradesh                                              ","Narasaraopet","23","26"
"347","419","Shri  Naramalli  Sivaprasad                                        ","15","7","Andhra Pradesh                                              ","Chittoor","23","20"
"348","420","Dr.  Kirodi  Lal  Meena                                        ","15","7","Rajasthan                                                   ","Dausa","23","27"
"349","421","Shri  Nityananda  Pradhan                                           ","15","7","Orissa                                                      ","Aska","23","19"
"350","422","Shri  Subhash Bapurao  Wankhede                                          ","15","7","Maharashtra                                                 ","Hingoli","23","24"
"351","423","Shri  Mahabali  Singh                                             ","15","7","Bihar                                                       ","Karakat","23","24"
"352","424","Shri  Purnmasi  Ram                                               ","15","7","Bihar                                                       ","Gopalganj","23","24"
"353","425","Smt.  Darshana  Jardosh                                           ","15","7","Gujarat                                                     ","Surat","23","24"
"354","426","Kum.  Saroj  Pandey                                            ","15","7","Chhattisgarh                                                ","Durg","23","16"
"355","427","Shri  Yashbant N.S.  Laguri                                            ","15","7","Orissa                                                      ","Keonjhar","23","20"
"356","428","Shri  Kalikesh N. Singh  Deo                                               ","15","7","Orissa                                                      ","Bolangir","23","19"
"357","429","Shri  Kristappa  Nimmala                                           ","15","7","Andhra Pradesh                                              ","Hindupur","23","17"
"358","431","Shri  Gajanan D.  Babar                                             ","15","7","Maharashtra                                                 ","Maval","23","27"
"359","432","Adv.   Ganeshrao  Nagorao Dudhgaonkar                               ","15","7","Maharashtra                                                 ","Parbhani","23","28"
"360","433","Smt.  Meena  Singh                                             ","15","7","Bihar                                                       ","Arrah","23","26"
"361","434","Shri  Bhudeo  Choudhary                                         ","15","7","Bihar                                                       ","Jamui","23","26"
"362","435","Shri   Bhausaheb  Rajaram   Wakchaure                               ","15","7","Maharashtra                                                 ","Shirdi","23","23"
"363","436","Shri  Kamlesh  Paswan                                            ","15","7","Uttar Pradesh                                               ","Bansgaon","23","23"
"364","437","Prof.(Dr.)  Ram Shankar  Katheria                                          ","15","7","Uttar Pradesh                                               ","Agra","23","23"
"365","438","Shri  Rajendra  Agarwal                                           ","15","7","Uttar Pradesh                                               ","Meerut","23","28"
"366","439","Shri    Varun  Gandhi                                            ","15","7","Uttar Pradesh                                               ","Pilibhit","23","6"
"367","440","Shri   Raju Shetti  ","15","7","Maharashtra                                                 ","Hatkanangle","23","19"
"368","441","Shri  Sidhant  Mohapatra                                         ","15","7","Orissa                                                      ","Berhampur","23","11"
"369","442","Shri  Laxman  Tudu                                              ","15","7","Orissa                                                      ","Mayurbhanj","23","18"
"370","443","Smt.    Putul Kumari                                      ","15","7","Bihar                                                       ","Banka","23","26"
"371","444","Shri  Kaushalendra  Kumar                                             ","15","7","Bihar                                                       ","Nalanda","23","28"
"372","445","Shri  Maheshwar  Hazari                                            ","15","7","Bihar                                                       ","Samastipur","23","28"
"373","446","Shri  Sher Singh  Ghubaya                                           ","15","7","Punjab                                                      ","Ferozpur","23","20"
"374","447","Shri  Joseph  Toppo                                             ","15","7","Assam                                                       ","Tezpur","23","15"
"375","448","Shri  Virender  Kashyap                                           ","15","7","Himachal Pradesh                                            ","Shimla","23","25"
"376","449","Shri  Shivarama  Gouda                                             ","15","7","Karnataka                                                   ","Koppal","23","27"
"377","450","Shri  Udasi Shivkumar  Chanabasappa                                      ","15","7","Karnataka                                                   ","Haveri","23","25"
"378","451","Dr.  Rajan  Sushant                                           ","15","7","Himachal Pradesh                                            ","Kangra","23","27"
"379","452","Shri  Ramesh  Vishwanath   Katti                                ","15","7","Karnataka                                                   ","Chikkodi","23","26"
"380","453","Shri  S.  Pakkirappa                                        ","15","7","Karnataka                                                   ","Raichur","23","19"
"381","454","Dr.  Murli Manohar  Joshi                                             ","15","7","Uttar Pradesh                                               ","Varanasi","23","27"
"382","455","Shri  Rajnath  Singh                                             ","15","7","Uttar Pradesh                                               ","Ghaziabad","23","24"
"383","456","Shri   Gopinathrao  Pandurang   Munde                                 ","15","7","Maharashtra                                                 ","Beed","23","19"
"384","457","Shri  Lal Krishna  Advani                                            ","15","7","Gujarat                                                     ","Gandhinagar","23","26"
"385","459","Shri  Karia  Munda                                             ","15","7","Jharkhand                                                   ","Khunti","23","M"
"386","460","Shri  Shatrughan  Sinha                                             ","15","7","Bihar                                                       ","Patna Sahib","23","22"
"387","461","Shri  Syed Shahnawaz  Hussain                                           ","15","7","Bihar                                                       ","Bhagalpur","23","28"
"388","462","Shri  Hukamdeo Narayan  Yadav                                             ","15","7","Bihar                                                       ","Madhubani","23","M"
"389","463","Shri  Yashwant  Sinha                                             ","15","7","Jharkhand                                                   ","Hazaribagh","23","28"
"390","464","Shri  Ramesh  Bais                                              ","15","7","Chhattisgarh                                                ","Raipur","23","26"
"391","465","Shri    Ananth Kumar                                      ","15","7","Karnataka                                                   ","Bangalore South","23","24"
"392","466","Shri  Jaswant  Singh                                             ","15","7","West Bengal                                                 ","Darjeeling","23","21"
"393","467","Smt.  Maneka  Gandhi                                            ","15","7","Uttar Pradesh                                               ","Aonla","23","19"
"394","468","Shri  Kabindra  Purkayastha                                       ","15","7","Assam                                                       ","Silchar","23","22"
"395","469","Shri  Dilip Singh  Judev                                             ","15","7","Chhattisgarh                                                ","Bilaspur","23","13"
"396","470","Smt.  Bijoya  Chakravarty                                       ","15","7","Assam                                                       ","Gauhati","23","19"
"397","471","Shri  Harin  Pathak                                            ","15","7","Gujarat                                                     ","Ahmedabad East","23","25"
"398","472","Shri  Arjun  Munda                                             ","15","7","Jharkhand                                                   ","Jamshedpur","23","16"
"399","473","Shri  Kailash  Joshi                                             ","15","7","Madhya Pradesh                                              ","Bhopal","23","21"
"400","474","Smt.  Sumitra  Mahajan                                           ","15","7","Madhya Pradesh                                              ","Indore","23","21"
"401","475","Shri  Yogi  Adityanath                                        ","15","7","Uttar Pradesh                                               ","Gorakhpur","23","20"
"402","476","Shri  Rajendrasinh  Rana                                              ","15","7","Gujarat                                                     ","Bhavnagar","23","27"
"403","477","Shri  Narendra Singh  Tomar                                             ","15","7","Madhya Pradesh                                              ","Morena","23","18"
"404","478","Smt.  Yashodhara Raje  Scindia                                           ","15","7","Madhya Pradesh                                              ","Gwalior","23","18"
"405","478","Shri  D.V. Sadananda  Gowda                                             ","15","7","Karnataka                                                   ","Udupi Chikmagalur","23","24"
"406","479","Shri  Vishnu Deo  Sai                                               ","15","7","Chhattisgarh                                                ","Raigarh","23","10"
"407","480","Shri  Radha Mohan  Singh                                             ","15","7","Bihar                                                       ","Purvi Champaran ","23","25"
"408","481","Shri  Shripad Yesso  Naik                                              ","15","7","Goa                                                         ","North Goa","23","24"
"409","482","Shri  Nikhil Kumar  Choudhary                                         ","15","7","Bihar                                                       ","Katihar","23","25"
"410","483","Shri  Dilip Kumar Mansukhlal  Gandhi                                            ","15","7","Maharashtra                                                 ","Ahmednagar","23","9"
"411","484","Shri  Anant Kumar  Hegde                                             ","15","7","Karnataka                                                   ","Uttara Kannada","23","24"
"412","485","Shri  Ramakant  Yadav                                             ","15","7","Uttar Pradesh                                               ","Azamgarh","23","15"
"413","486","Shri  Ram Singh  Kaswan                                            ","15","7","Rajasthan                                                   ","Churu","23","19"
"414","487","Shri  Mansukhbhai Dhanjibhai  Vasava                                            ","15","7","Gujarat                                                     ","Bharuch","23","18"
"415","488","Shri  G.S.  Basavaraj                                         ","15","7","Karnataka                                                   ","Tumkur","23","25"
"416","489","Shri  D.B. Chandre  Gowda                                             ","15","7","Karnataka                                                   ","Bangalore North","23","20"
"417","490","Shri  Lalji  Tandon                                            ","15","7","Uttar Pradesh                                               ","Lucknow","23","26"
"418","491","Shri  Ashok  Argal                                             ","15","7","Madhya Pradesh                                              ","Bhind","23","28"
"419","492","Shri    Virendra Kumar                                    ","15","7","Madhya Pradesh                                              ","Tikamgarh","23","28"
"420","493","Shri  Ganesh  Singh                                             ","15","7","Madhya Pradesh                                              ","Satna","23","25"
"421","494","Shri  Rakesh  Singh                                             ","15","7","Madhya Pradesh                                              ","Jabalpur","23","26"
"422","495","Shri  Anurag Singh  Thakur                                            ","15","7","Himachal Pradesh                                            ","Hamirpur","23","21"
"423","496","Shri  Raosaheb  Dadarao  Danve                                             ","15","7","Maharashtra                                                 ","Jalna","23","21"
"424","497","Shri  Rajen  Gohain                                            ","15","7","Assam                                                       ","Nawgong","23","16"
"425","498","Shri  Hansraj Gangaram  Ahir                                              ","15","7","Maharashtra                                                 ","Chandrapur","23","10"
"426","499","Shri  Sohan  Potai                                             ","15","7","Chhattisgarh                                                ","Kanker","23","24"
"427","500","Shri  Ramsinhbhai Patalbhai  Rathwa                                            ","15","7","Gujarat                                                     ","Chhota Udaipur","23","24"
"428","501","Shri  Ramesh Chandappa  Jigajinagi                                        ","15","7","Karnataka                                                   ","Bijapur","23","25"
"429","502","Shri  Ravindra Kumar  Pandey                                            ","15","7","Jharkhand                                                   ","Giridih","23","27"
"430","503","Shri  Kirti  Azad                                              ","15","7","Bihar                                                       ","Darbhanga","23","28"
"431","504","Shri  Prahlad  Joshi                                             ","15","7","Karnataka                                                   ","Dharwad","23","26"
"432","505","Shri  Sanjay  Dhotre                                            ","15","7","Maharashtra                                                 ","Akola","23","23"
"433","506","Shri  P.C.  Gaddigoudar                                       ","15","7","Karnataka                                                   ","Bagalkot","23","24"
"434","507","Shri  Navjot Singh  Sidhu                                             ","15","7","Punjab                                                      ","Amritsar","23","1"
"435","508","Shri  Harischandra Deoram  Chavan                                            ","15","7","Maharashtra                                                 ","Dindori","23","27"
"436","509","Shri  Haribhau  Jawale                                            ","15","7","Maharashtra                                                 ","Raver","23","26"
"437","510","Shri   G.M.  Siddeswara                                        ","15","7","Karnataka                                                   ","Davanagere","23","22"
"438","511","Shri  Dushyant  Singh                                             ","15","7","Rajasthan                                                   ","Jhalawar-Baran","23","21"
"439","512","Shri  Bishnu Pada  Ray                                               ","15","7","Andaman and Nicobar Islands                                 ","Andaman and Nicobar Islands","23","24"
"440","513","Shri  Uday  Singh                                             ","15","7","Bihar                                                       ","Purnia","23","24"
"441","514","Shri  Govind Prasad  Mishra                                            ","15","7","Madhya Pradesh                                              ","Sidhi","23","27"
"442","515","Shri  Dinubhai  Boghabhal   Solanki                               ","15","7","Gujarat                                                     ","Junagadh","23","1"
"443","516","Shri  Chandulal Sahu  Chandu Bhaiya  ","15","7","Chhattisgarh                                                ","Mahasamund","23","21"
"444","517","Shri  Bhupendra  Singh                                             ","15","7","Madhya Pradesh                                              ","Sagar","23","24"
"445","518","Shri  Sudarshan  Bhagat                                            ","15","7","Jharkhand                                                   ","Lohardaga","23","21"
"446","519","Dr.  Sanjay  Jaiswal                                           ","15","7","Bihar                                                       ","Paschim Champaran","23","26"
"447","520","Shri  Prabhatsinh  Pratapsinh Chauhan                                ","15","7","Gujarat                                                     ","Panchmahal","23","25"
"448","521","Shri  Pashupati Nath  Singh                                             ","15","7","Jharkhand                                                   ","Dhanbad","23","23"
"449","523","Shri  Devidhan  Besra                                             ","15","7","Jharkhand                                                   ","Rajmahal","23","21"
"450","524","Dr.  Bhola  Singh                                             ","15","7","Bihar                                                       ","Nawada","23","26"
"451","525","Shri  Devji M.  Patel                                             ","15","7","Rajasthan                                                   ","Jalore","23","18"
"452","526","Shri  C. R.  Patil                                             ","15","7","Gujarat                                                     ","Navsari","23","26"
"453","527","Shri  Balkrishna Khanderao  Shukla                                            ","15","7","Gujarat                                                     ","Vadodara","23","16"
"454","528","Shri  B. Y.  Raghavendra                                       ","15","7","Karnataka                                                   ","Shimoga","23","22"
"455","529","Shri  Arjun Ram  Meghwal                                           ","15","7","Rajasthan                                                   ","Bikaner","23","28"
"456","530","Shri  A.T. Nana  Patil                                             ","15","7","Maharashtra                                                 ","Jalgaon","23","25"
"457","531","Shri  Shivraj  Bhaiya                                            ","15","7","Madhya Pradesh                                              ","Damoh","23","24"
"458","532","Shri  Sonawane  Pratap Narayanrao                                 ","15","7","Maharashtra                                                 ","Dhule","23","18"
"459","533","Shri  Pradeep Kumar  Singh                                             ","15","7","Bihar                                                       ","Araria","23","19"
"460","534","Shri  Makhansingh  Solanki                                           ","15","7","Madhya Pradesh                                              ","Khargone","23","26"
"461","535","Shri  Chauhan  Mahendrasinh                                      ","15","7","Gujarat                                                     ","Sabarkantha","23","28"
"462","536","Shri  Madhusudan  Yadav                                             ","15","7","Chhattisgarh                                                ","Rajnandgaon","23","12"
"463","537","Shri  Lalubhai  B.  Patel                                             ","15","7","Daman and Diu                                               ","Daman and Diu","23","21"
"464","538","Dr.  Kiritbhai  Premajibhai    Solanki                            ","15","7","Gujarat                                                     ","Ahmedabad West","23","27"
"465","539","Shri  K. D.  Deshmukh                                          ","15","7","Madhya Pradesh                                              ","Balaghat","23","20"
"466","540","Shri  Janardhana  Swamy                                             ","15","7","Karnataka                                                   ","Chitradurga","23","23"
"467","541","Smt.  Kamla Devi  Patle                                             ","15","7","Chhattisgarh                                                ","Janjgir-Champa ","23","24"
"468","542","Smt.  Jyoti  Dhurve                                            ","15","7","Madhya Pradesh                                              ","Betul","23","26"
"469","543","Ms.  J.  Shantha                                           ","15","7","Karnataka                                                   ","Bellary","23","26"
"470","544","Smt.  Jayshreeben  Kanubhai    Patel                                 ","15","7","Gujarat                                                     ","Mehesana","23","25"
"471","545","Shri  Nishikant  Dubey                                             ","15","7","Jharkhand                                                   ","Godda","23","28"
"472","546","Shri  Natubhai Gomanbhai  Patel                                             ","15","7","Dadra and Nagar Haveli                                      ","Dadra and Nagar Haveli","23","14"
"473","547","Shri    Naranbhai   Kachhadia                             ","15","7","Gujarat                                                     ","Amreli","23","28"
"474","548","Shri  Nalin Kumar  Kateel                                            ","15","7","Karnataka                                                   ","Dakshina Kannada","23","20"
"475","549","Shri  Murarilal  Singh                                             ","15","7","Chhattisgarh                                                ","Surguja","23","23"
