"S.No.","Division/Seat No.","Name of Member","Lok Sabha","Session","State","Constituency","Total Sittings","No. of days member signed the register"
"260","321","Shri  Dharmendra  Yadav                                             ","15","12","Uttar Pradesh                                               ","Badaun","20","10"
"261","322","Shri  Neeraj  Shekhar                                           ","15","12","Uttar Pradesh                                               ","Ballia","20","19"
"262","323","Shri    Gorakhnath  Pandey                                ","15","12","Uttar Pradesh                                               ","Bhadohi ","20","19"
"263","324","Shri  Dhananjay  Singh                                             ","15","12","Uttar Pradesh                                               ","Jaunpur","20","17"
"264","325","Smt.  Susmita  Bauri                                             ","15","12","West Bengal                                                 ","Bishnupur","20","20"
"265","326","Dr.  Anup Kumar  Saha                                              ","15","12","West Bengal                                                 ","Bardhaman Purba","20","18"
"266","327","Shri  Pulin Bihari  Baske                                             ","15","12","West Bengal                                                 ","Jhargram","20","18"
"267","328","Shri  K.  Sugumar                                           ","15","12","Tamil Nadu                                                  ","Pollachi","20","19"
"268","329","Shri  Ambica  Banerjee                                          ","15","12","West Bengal                                                 ","Howrah","20","20"
"269","330","Shri    Suvendu   Adhikari                                ","15","12","West Bengal                                                 ","Tamluk","20","7"
"270","331","Smt.  Usha  Verma                                             ","15","12","Uttar Pradesh                                               ","Hardoi","20","20"
"271","332","Shri  Bal Kumar  Patel                                             ","15","12","Uttar Pradesh                                               ","Mirzapur","20","16"
"272","333","Shri  Rakesh  Pandey                                            ","15","12","Uttar Pradesh                                               ","Ambedkar Nagar","20","18"
"273","334","Shri  Gorakh Prasad  Jaiswal                                           ","15","12","Uttar Pradesh                                               ","Deoria","20","19"
"274","335","Sk.   Saidul  Haque                                             ","15","12","West Bengal                                                 ","Bardhaman-Durgapur","20","20"
"275","336","Shri  Mahendra Kumar  Roy                                               ","15","12","West Bengal                                                 ","Jalpaiguri","20","20"
"276","337","Shri  C.  Sivasami                                          ","15","12","Tamil Nadu                                                  ","Tiruppur","20","18"
"277","338","Smt.  Satabdi  Roy                                               ","15","12","West Bengal                                                 ","Birbhum","20","15"
"278","339","Shri  Tapas  Paul                                              ","15","12","West Bengal                                                 ","Krishnanagar","20","14"
"279","340","Dr.  Sucharu Ranjan  Haldar                                            ","15","12","West Bengal                                                 ","Ranaghat","20","18"
"280","341","Shri  Pakauri  Lal                                               ","15","12","Uttar Pradesh                                               ","Robertsganj","20","15"
"281","342","Shri  Ghanshyam  Anuragi                                           ","15","12","Uttar Pradesh                                               ","Jalaun","20","18"
"282","343","Shri  Kamlesh  Balmiki                                           ","15","12","Uttar Pradesh                                               ","Bulandshahr","20","19"
"283","344","Shri  Arvind Kumar  Chaudhary                                         ","15","12","Uttar Pradesh                                               ","Basti","20","20"
"284","345","Shri  Deoraj Singh  Patel                                             ","15","12","Madhya Pradesh                                              ","Rewa","20","20"
"285","346","Shri  Ramashankar  Rajbhar                                           ","15","12","Uttar Pradesh                                               ","Salempur","20","20"
"286","347","Shri  P. K.  Biju                                              ","15","12","Kerala                                                      ","Alathur","20","17"
"287","348","Shri  M. B.  Rajesh                                            ","15","12","Kerala                                                      ","Palakkad","20","19"
"288","349","Shri  P.  Lingam                                            ","15","12","Tamil Nadu                                                  ","Tenkasi","20","20"
"289","350","Shri  P.  Kumar                                             ","15","12","Tamil Nadu                                                  ","Tiruchirappalli","20","19"
"290","351","Dr.  Padamsinha  Bajirao  Patil                                    ","15","12","Maharashtra                                                 ","Osmanabad","20","19"
"291","352","Dr.  Ratna  De (Nag)                                          ","15","12","West Bengal                                                 ","Hooghly","20","17"
"292","353","Shri  Kabir  Suman                                             ","15","12","West Bengal                                                 ","Jadavpur","20","4"
"293","354","Shri    Mithlesh Kumar                                    ","15","12","Uttar Pradesh                                               ","Shahjahanpur","20","18"
"294","355","Shri  Yashvir  Singh                                             ","15","12","Uttar Pradesh                                               ","Nagina","20","15"
"295","356","Shri  Radhey Mohan  Singh                                             ","15","12","Uttar Pradesh                                               ","Ghazipur","20","16"
"296","357","Shri  Kapil Muni  Karwariya                                         ","15","12","Uttar Pradesh                                               ","Phulpur","20","19"
"297","358","Shri  Surendra Singh  Nagar                                             ","15","12","Uttar Pradesh                                               ","Gautam Buddha Nagar","20","19"
"298","359","Shri  Kadir  Rana                                              ","15","12","Uttar Pradesh                                               ","Muzaffarnagar","20","17"
"299","360","Shri  Bibhu Prasad  Tarai                                             ","15","12","Orissa                                                      ","Jagatsinghpur","20","16"
"300","361","Shri  Sakti  Mohan   Malik                                     ","15","12","West Bengal                                                 ","Arambagh","20","18"
"301","362","Shri  Prasanta Kumar  Majumdar                                          ","15","12","West Bengal                                                 ","Balurghat","20","19"
"302","363","Shri  Mekapati Rajamohan  Reddy                                             ","15","12","Andhra Pradesh                                              ","Nellore","20","3"
"303","364","Dr.  Tarun  Mondal                                            ","15","12","West Bengal                                                 ","Joynagar","20","11"
"304","365","Shri  Basudeb  Acharia                                           ","15","12","West Bengal                                                 ","Bankura","20","18"
"305","366","Shri  Sharad  Yadav                                             ","15","12","Bihar                                                       ","Madhepura","20","15"
"306","367","Shri  Arjun Charan  Sethi                                             ","15","12","Orissa                                                      ","Bhadrak","20","17"
"307","368","Shri  Anant Gangaram  Geete                                             ","15","12","Maharashtra                                                 ","Raigad","20","15"
"308","369","Shri  Ram Sundar  Das                                               ","15","12","Bihar                                                       ","Hajipur","20","20"
"309","370","Shri  Bhartruhari  Mahtab                                            ","15","12","Orissa                                                      ","Cuttack","20","20"
"310","371","Shri  P.  Karunakaran                                       ","15","12","Kerala                                                      ","Kasaragod","20","18"
"311","372","Shri  Chandrakant  Khaire                                            ","15","12","Maharashtra                                                 ","Aurangabad","20","16"
"312","373","Shri  Anandrao  Adsul                                             ","15","12","Maharashtra                                                 ","Amravati","20","M"
"313","374","Shri  Rajiv Ranjan  Singh  @ Lalan Singh                              ","15","12","Bihar                                                       ","Munger","20","20"
"314","375","Shri  K. Chandrasekhar  Rao                                               ","15","12","Andhra Pradesh                                              ","Mahabubnagar","20","3"
"315","376","Dr.  Rattan Singh  Ajnala                                            ","15","12","Punjab                                                      ","Khadoor Sahib","20","20"
"316","377","Shri  Prasanna  Kumar Patasani                                    ","15","12","Orissa                                                      ","Bhubaneswar","20","16"
"317","378","Smt.  Bhavana  Gawali                                            ","15","12","Maharashtra                                                 ","Yavatmal-Washim","20","12"
"318","379","Shri  Dinesh Chandra  Yadav                                             ","15","12","Bihar                                                       ","Khagaria","20","20"
"319","380","Shri   Mangani Lal  Mandal                                            ","15","12","Bihar                                                       ","Jhanjharpur","20","17"
"320","381","Shri  Inder Singh  Namdhari                                          ","15","12","Jharkhand                                                   ","Chatra","20","17"
"321","382","Smt.  Jaya Prada  Nahata                                            ","15","12","Uttar Pradesh                                               ","Rampur","20","4"
"322","383","Shri  Tathagata  Satpathy                                          ","15","12","Orissa                                                      ","Dhenkanal","20","17"
"323","384","Shri  Shivaji  Adhalrao Patil                                    ","15","12","Maharashtra                                                 ","Shirur","20","9"
"324","385","Dr.  Ranjan Prasad  Yadav                                             ","15","12","Bihar                                                       ","Pataliputra","20","18"
"325","386","Capt.(Retd.)  Jainarayan Prasad  Nishad                                            ","15","12","Bihar                                                       ","Muzaffarpur","20","14"
"326","387","Dr.  Monazir  Hassan                                            ","15","12","Bihar                                                       ","Begusarai","20","18"
"327","388","Shri  Nama Nageswara  Rao                                               ","15","12","Andhra Pradesh                                              ","Khammam","20","20"
"328","389","Smt.  Harsimrat Kaur  Badal                                             ","15","12","Punjab                                                      ","Bathinda","20","19"
"329","390","Smt.  Paramjit Kaur  Gulshan                                           ","15","12","Punjab                                                      ","Faridkot","20","18"
"330","391","Shri  Mohan  Jena                                              ","15","12","Orissa                                                      ","Jajpur","20","15"
"331","392","Shri  Anand Prakash  Paranjpe                                          ","15","12","Maharashtra                                                 ","Kalyan","20","14"
"332","393","Shri  Jagdish  Sharma                                            ","15","12","Bihar                                                       ","Jahanabad","20","19"
"333","394","Shri  Sushil Kumar  Singh                                             ","15","12","Bihar                                                       ","Aurangabad","20","14"
"334","395","Smt.  Mala Rajya  Laxmi Shah                                        ","15","12","Uttarakhand                                                 ","Tehri Garhwal","20","20"
"335","396","Shri  Narahari  Mahato                                            ","15","12","West Bengal                                                 ","Purulia","20","13"
"336","397","Shri  Ramesh  Rathod                                            ","15","12","Andhra Pradesh                                              ","Adilabad","20","6"
"337","398","Ms.  M. Vijaya  Shanthi                                           ","15","12","Andhra Pradesh                                              ","Medak","20","1"
"338","399","Shri  Pinaki  Misra                                             ","15","12","Orissa                                                      ","Puri","20","10"
"339","400","Shri  Baijayant  Panda                                             ","15","12","Orissa                                                      ","Kendrapara","20","16"
"340","401","Shri  Kuldeep  Bishnoi                                           ","15","12","Haryana                                                     ","Hisar","20","6"
"341","402","Shri  Vishwa Mohan  Kumar                                             ","15","12","Bihar                                                       ","Supaul","20","18"
"342","403","Shri  Baidyanath Prasad  Mahto                                             ","15","12","Bihar                                                       ","Valmiki Nagar","20","19"
"343","404","Shri  Angadi Suresh  Channabasappa                                     ","15","12","Karnataka                                                   ","Belgaum","20","2"
"344","405","Shri  Ramen  Deka                                              ","15","12","Assam                                                       ","Mangaldoi","20","18"
"345","406","Smt.    Rama Devi                                         ","15","12","Bihar                                                       ","Sheohar","20","17"
"346","407","Shri  Nripendra Nath  Roy                                               ","15","12","West Bengal                                                 ","Cooch Behar","20","13"
"347","408","Shri  K. Narayana  Rao                                               ","15","12","Andhra Pradesh                                              ","Machilipatnam","20","19"
"348","409","Shri  Jayaram  Pangi                                             ","15","12","Orissa                                                      ","Koraput","20","13"
"349","410","Shri  Rudramadhab  Ray                                               ","15","12","Orissa                                                      ","Kandhamal","20","16"
"350","411","Shri  A.  Ganeshamurthi                                     ","15","12","Tamil Nadu                                                  ","Erode","20","15"
"351","412","Shri   Prataprao  Ganpatrao Jadhav                                  ","15","12","Maharashtra                                                 ","Buldhana","20","15"
"352","413","Shri  Arjun  Roy                                               ","15","12","Bihar                                                       ","Sitamarhi","20","20"
"353","414","Smt.  Aswamedh  Devi                                              ","15","12","Bihar                                                       ","Ujiarpur","20","18"
"354","415","Shri  P. C.  Mohan                                             ","15","12","Karnataka                                                   ","Bangalore Central","20","15"
"355","416","Shri  Jeetendra Singh  Bundela                                           ","15","12","Madhya Pradesh                                              ","Khajuraho","20","15"
"356","417","Shri  Hari  Manjhi                                            ","15","12","Bihar                                                       ","Gaya","20","20"
"357","418","Shri  Modugula Venugopala  Reddy                                             ","15","12","Andhra Pradesh                                              ","Narasaraopet","20","14"
"358","419","Shri  Naramalli  Sivaprasad                                        ","15","12","Andhra Pradesh                                              ","Chittoor","20","10"
"359","420","Dr.  Kirodi  Lal  Meena                                        ","15","12","Rajasthan                                                   ","Dausa","20","16"
"360","421","Shri  Nityananda  Pradhan                                           ","15","12","Orissa                                                      ","Aska","20","15"
"361","422","Shri  Subhash Bapurao  Wankhede                                          ","15","12","Maharashtra                                                 ","Hingoli","20","16"
"362","423","Shri  Mahabali  Singh                                             ","15","12","Bihar                                                       ","Karakat","20","20"
"363","424","Shri  Purnmasi  Ram                                               ","15","12","Bihar                                                       ","Gopalganj","20","14"
"364","425","Smt.  Darshana  Jardosh                                           ","15","12","Gujarat                                                     ","Surat","20","7"
"365","426","Kum.  Saroj  Pandey                                            ","15","12","Chhattisgarh                                                ","Durg","20","11"
"366","427","Shri  Yashbant N.S.  Laguri                                            ","15","12","Orissa                                                      ","Keonjhar","20","16"
"367","428","Shri  Kalikesh N. Singh  Deo                                               ","15","12","Orissa                                                      ","Bolangir","20","16"
"368","429","Shri  Kristappa  Nimmala                                           ","15","12","Andhra Pradesh                                              ","Hindupur","20","17"
"369","431","Shri  Gajanan D.  Babar                                             ","15","12","Maharashtra                                                 ","Maval","20","13"
"370","432","Adv.   Ganeshrao  Nagorao Dudhgaonkar                               ","15","12","Maharashtra                                                 ","Parbhani","20","17"
"371","433","Smt.  Meena  Singh                                             ","15","12","Bihar                                                       ","Arrah","20","15"
"372","434","Shri  Bhudeo  Choudhary                                         ","15","12","Bihar                                                       ","Jamui","20","15"
"373","435","Shri   Bhausaheb  Rajaram   Wakchaure                               ","15","12","Maharashtra                                                 ","Shirdi","20","9"
"374","436","Shri  Kamlesh  Paswan                                            ","15","12","Uttar Pradesh                                               ","Bansgaon","20","16"
"375","437","Prof.(Dr.)  Ram Shankar  Katheria                                          ","15","12","Uttar Pradesh                                               ","Agra","20","15"
"376","438","Shri  Rajendra  Agarwal                                           ","15","12","Uttar Pradesh                                               ","Meerut","20","20"
"377","439","Shri    Varun  Gandhi                                            ","15","12","Uttar Pradesh                                               ","Pilibhit","20","12"
"378","440","Shri   Raju Shetti  ","15","12","Maharashtra                                                 ","Hatkanangle","20","15"
"379","441","Shri  Sidhant  Mohapatra                                         ","15","12","Orissa                                                      ","Berhampur","20","13"
"380","442","Shri  Laxman  Tudu                                              ","15","12","Orissa                                                      ","Mayurbhanj","20","16"
"381","443","Smt.    Putul Kumari                                      ","15","12","Bihar                                                       ","Banka","20","17"
"382","444","Shri  Kaushalendra  Kumar                                             ","15","12","Bihar                                                       ","Nalanda","20","19"
"383","445","Shri  Maheshwar  Hazari                                            ","15","12","Bihar                                                       ","Samastipur","20","19"
"384","446","Shri  Sher Singh  Ghubaya                                           ","15","12","Punjab                                                      ","Ferozpur","20","14"
"385","447","Shri  Joseph  Toppo                                             ","15","12","Assam                                                       ","Tezpur","20","18"
"386","448","Shri  Virender  Kashyap                                           ","15","12","Himachal Pradesh                                            ","Shimla","20","20"
"387","449","Shri  Shivarama  Gouda                                             ","15","12","Karnataka                                                   ","Koppal","20","18"
"388","450","Shri  Udasi Shivkumar  Chanabasappa                                      ","15","12","Karnataka                                                   ","Haveri","20","19"
"389","451","Dr.  Rajan  Sushant                                           ","15","12","Himachal Pradesh                                            ","Kangra","20","16"
"390","452","Shri  Ramesh  Vishwanath   Katti                                ","15","12","Karnataka                                                   ","Chikkodi","20","4"
"391","453","Shri  S.  Pakkirappa                                        ","15","12","Karnataka                                                   ","Raichur","20","20"
"392","454","Dr.  Murli Manohar  Joshi                                             ","15","12","Uttar Pradesh                                               ","Varanasi","20","18"
"393","455","Shri  Rajnath  Singh                                             ","15","12","Uttar Pradesh                                               ","Ghaziabad","20","16"
"394","456","Shri   Gopinathrao  Pandurang   Munde                                 ","15","12","Maharashtra                                                 ","Beed","20","10"
"395","457","Shri  Lal Krishna  Advani                                            ","15","12","Gujarat                                                     ","Gandhinagar","20","19"
"396","460","Shri  Shatrughan  Sinha                                             ","15","12","Bihar                                                       ","Patna Sahib","20","18"
"397","461","Shri  Syed Shahnawaz  Hussain                                           ","15","12","Bihar                                                       ","Bhagalpur","20","20"
"398","462","Shri  Hukamdeo Narayan  Yadav                                             ","15","12","Bihar                                                       ","Madhubani","20","19"
"399","463","Shri  Yashwant  Sinha                                             ","15","12","Jharkhand                                                   ","Hazaribagh","20","19"
"400","464","Shri  Ramesh  Bais                                              ","15","12","Chhattisgarh                                                ","Raipur","20","16"
"401","465","Shri    Ananth Kumar                                      ","15","12","Karnataka                                                   ","Bangalore South","20","19"
"402","466","Shri  Jaswant  Singh                                             ","15","12","West Bengal                                                 ","Darjeeling","20","18"
"403","467","Smt.  Maneka  Gandhi                                            ","15","12","Uttar Pradesh                                               ","Aonla","20","17"
"404","468","Shri  Kabindra  Purkayastha                                       ","15","12","Assam                                                       ","Silchar","20","19"
"405","470","Smt.  Bijoya  Chakravarty                                       ","15","12","Assam                                                       ","Gauhati","20","13"
"406","471","Shri  Harin  Pathak                                            ","15","12","Gujarat                                                     ","Ahmedabad East","20","8"
"407","473","Shri  Kailash  Joshi                                             ","15","12","Madhya Pradesh                                              ","Bhopal","20","18"
"408","474","Smt.  Sumitra  Mahajan                                           ","15","12","Madhya Pradesh                                              ","Indore","20","18"
"409","475","Shri  Yogi  Adityanath                                        ","15","12","Uttar Pradesh                                               ","Gorakhpur","20","14"
"410","476","Shri  Rajendrasinh  Rana                                              ","15","12","Gujarat                                                     ","Bhavnagar","20","6"
"411","477","Shri  Narendra Singh  Tomar                                             ","15","12","Madhya Pradesh                                              ","Morena","20","13"
"412","478","Smt.  Yashodhara Raje  Scindia                                           ","15","12","Madhya Pradesh                                              ","Gwalior","20","17"
"413","479","Shri  Vishnu Deo  Sai                                               ","15","12","Chhattisgarh                                                ","Raigarh","20","6"
"414","480","Shri  Radha Mohan  Singh                                             ","15","12","Bihar                                                       ","Purvi Champaran ","20","18"
"415","481","Shri  Shripad Yesso  Naik                                              ","15","12","Goa                                                         ","North Goa","20","14"
"416","482","Shri  Nikhil Kumar  Choudhary                                         ","15","12","Bihar                                                       ","Katihar","20","18"
"417","483","Shri  Dilip Kumar Mansukhlal  Gandhi                                            ","15","12","Maharashtra                                                 ","Ahmednagar","20","16"
"418","484","Shri  Anant Kumar  Hegde                                             ","15","12","Karnataka                                                   ","Uttara Kannada","20","8"
"419","485","Shri  Ramakant  Yadav                                             ","15","12","Uttar Pradesh                                               ","Azamgarh","20","11"
"420","486","Shri  Ram Singh  Kaswan                                            ","15","12","Rajasthan                                                   ","Churu","20","19"
"421","487","Shri  Mansukhbhai Dhanjibhai  Vasava                                            ","15","12","Gujarat                                                     ","Bharuch","20","4"
"422","488","Shri  G.S.  Basavaraj                                         ","15","12","Karnataka                                                   ","Tumkur","20","9"
"423","489","Shri  D.B. Chandre  Gowda                                             ","15","12","Karnataka                                                   ","Bangalore North","20","11"
"424","490","Shri  Lalji  Tandon                                            ","15","12","Uttar Pradesh                                               ","Lucknow","20","18"
"425","491","Shri  Ashok  Argal                                             ","15","12","Madhya Pradesh                                              ","Bhind","20","20"
"426","492","Shri    Virendra Kumar                                    ","15","12","Madhya Pradesh                                              ","Tikamgarh","20","19"
"427","493","Shri  Ganesh  Singh                                             ","15","12","Madhya Pradesh                                              ","Satna","20","17"
"428","494","Shri  Rakesh  Singh                                             ","15","12","Madhya Pradesh                                              ","Jabalpur","20","16"
"429","495","Shri  Anurag Singh  Thakur                                            ","15","12","Himachal Pradesh                                            ","Hamirpur","20","18"
"430","496","Shri  Raosaheb  Dadarao  Danve                                             ","15","12","Maharashtra                                                 ","Jalna","20","12"
"431","497","Shri  Rajen  Gohain                                            ","15","12","Assam                                                       ","Nawgong","20","9"
"432","498","Shri  Hansraj Gangaram  Ahir                                              ","15","12","Maharashtra                                                 ","Chandrapur","20","14"
"433","499","Shri  Sohan  Potai                                             ","15","12","Chhattisgarh                                                ","Kanker","20","12"
"434","500","Shri  Ramsinhbhai Patalbhai  Rathwa                                            ","15","12","Gujarat                                                     ","Chhota Udaipur","20","5"
"435","501","Shri  Ramesh Chandappa  Jigajinagi                                        ","15","12","Karnataka                                                   ","Bijapur","20","20"
"436","502","Shri  Ravindra Kumar  Pandey                                            ","15","12","Jharkhand                                                   ","Giridih","20","18"
"437","503","Shri  Kirti  Azad                                              ","15","12","Bihar                                                       ","Darbhanga","20","20"
"438","504","Shri  Prahlad  Joshi                                             ","15","12","Karnataka                                                   ","Dharwad","20","18"
"439","505","Shri  Sanjay  Dhotre                                            ","15","12","Maharashtra                                                 ","Akola","20","13"
"440","506","Shri  P.C.  Gaddigoudar                                       ","15","12","Karnataka                                                   ","Bagalkot","20","18"
"441","507","Shri  Navjot Singh  Sidhu                                             ","15","12","Punjab                                                      ","Amritsar","20","3"
"442","508","Shri  Harischandra Deoram  Chavan                                            ","15","12","Maharashtra                                                 ","Dindori","20","13"
"443","509","Shri  Haribhau  Jawale                                            ","15","12","Maharashtra                                                 ","Raver","20","16"
"444","510","Shri   G.M.  Siddeswara                                        ","15","12","Karnataka                                                   ","Davanagere","20","11"
"445","511","Shri  Dushyant  Singh                                             ","15","12","Rajasthan                                                   ","Jhalawar-Baran","20","18"
"446","512","Shri  Bishnu Pada  Ray                                               ","15","12","Andaman and Nicobar Islands                                 ","Andaman and Nicobar Islands","20","18"
"447","513","Shri  Uday  Singh                                             ","15","12","Bihar                                                       ","Purnia","20","17"
"448","514","Shri  Govind Prasad  Mishra                                            ","15","12","Madhya Pradesh                                              ","Sidhi","20","20"
"449","515","Shri  Dinubhai  Boghabhal   Solanki                               ","15","12","Gujarat                                                     ","Junagadh","20","2"
"450","516","Shri  Chandulal Sahu  Chandu Bhaiya  ","15","12","Chhattisgarh                                                ","Mahasamund","20","14"
"451","517","Shri  Bhupendra  Singh                                             ","15","12","Madhya Pradesh                                              ","Sagar","20","15"
"452","518","Shri  Sudarshan  Bhagat                                            ","15","12","Jharkhand                                                   ","Lohardaga","20","20"
"453","519","Dr.  Sanjay  Jaiswal                                           ","15","12","Bihar                                                       ","Paschim Champaran","20","17"
"454","520","Shri  Prabhatsinh  Pratapsinh Chauhan                                ","15","12","Gujarat                                                     ","Panchmahal","20","6"
"455","521","Shri  Pashupati Nath  Singh                                             ","15","12","Jharkhand                                                   ","Dhanbad","20","19"
"456","522","Shri  Dinesh  Kashyap                                           ","15","12","Chhattisgarh                                                ","Bastar","20","12"
"457","523","Shri  Devidhan  Besra                                             ","15","12","Jharkhand                                                   ","Rajmahal","20","16"
"458","524","Dr.  Bhola  Singh                                             ","15","12","Bihar                                                       ","Nawada","20","20"
"459","525","Shri  Devji M.  Patel                                             ","15","12","Rajasthan                                                   ","Jalore","20","16"
"460","526","Shri  C. R.  Patil                                             ","15","12","Gujarat                                                     ","Navsari","20","3"
"461","527","Shri  Balkrishna Khanderao  Shukla                                            ","15","12","Gujarat                                                     ","Vadodara","20","3"
"462","528","Shri  B. Y.  Raghavendra                                       ","15","12","Karnataka                                                   ","Shimoga","20","5"
"463","529","Shri  Arjun Ram  Meghwal                                           ","15","12","Rajasthan                                                   ","Bikaner","20","20"
"464","530","Shri  A.T. Nana  Patil                                             ","15","12","Maharashtra                                                 ","Jalgaon","20","15"
"465","531","Shri  Shivraj  Bhaiya                                            ","15","12","Madhya Pradesh                                              ","Damoh","20","20"
"466","532","Shri  Sonawane  Pratap Narayanrao                                 ","15","12","Maharashtra                                                 ","Dhule","20","10"
"467","533","Shri  Pradeep Kumar  Singh                                             ","15","12","Bihar                                                       ","Araria","20","16"
"468","534","Shri  Makhansingh  Solanki                                           ","15","12","Madhya Pradesh                                              ","Khargone","20","19"
"469","535","Shri  Chauhan  Mahendrasinh                                      ","15","12","Gujarat                                                     ","Sabarkantha","20","12"
"470","536","Shri  Madhusudan  Yadav                                             ","15","12","Chhattisgarh                                                ","Rajnandgaon","20","6"
"471","537","Shri  Lalubhai  B.  Patel                                             ","15","12","Daman and Diu                                               ","Daman and Diu","20","8"
"472","538","Dr.  Kiritbhai  Premajibhai    Solanki                            ","15","12","Gujarat                                                     ","Ahmedabad West","20","8"
"473","539","Shri  K. D.  Deshmukh                                          ","15","12","Madhya Pradesh                                              ","Balaghat","20","2"
"474","540","Shri  Janardhana  Swamy                                             ","15","12","Karnataka                                                   ","Chitradurga","20","15"
"475","541","Smt.  Kamla Devi  Patle                                             ","15","12","Chhattisgarh                                                ","Janjgir-Champa ","20","13"
"476","542","Smt.  Jyoti  Dhurve                                            ","15","12","Madhya Pradesh                                              ","Betul","20","17"
"477","543","Ms.  J.  Shantha                                           ","15","12","Karnataka                                                   ","Bellary","20","11"
"478","544","Smt.  Jayshreeben  Kanubhai    Patel                                 ","15","12","Gujarat                                                     ","Mehesana","20","6"
"479","545","Shri  Nishikant  Dubey                                             ","15","12","Jharkhand                                                   ","Godda","20","20"
"480","546","Shri  Natubhai Gomanbhai  Patel                                             ","15","12","Dadra and Nagar Haveli                                      ","Dadra and Nagar Haveli","20","5"
"481","547","Shri    Naranbhai   Kachhadia                             ","15","12","Gujarat                                                     ","Amreli","20","2"
"482","548","Shri  Nalin Kumar  Kateel                                            ","15","12","Karnataka                                                   ","Dakshina Kannada","20","14"
"483","549","Shri  Murarilal  Singh                                             ","15","12","Chhattisgarh                                                ","Surguja","20","11"
